"Name","Window","Factor","Threshold","Init","rmse_TEDA_pond","rmse_TEDA_stack","rmse_TEDA_major","mae_TEDA_pond","mae_TEDA_stack","mae_TEDA_major","Energy_Consumed"
"likely-sweep-34","5","0.5","1.8","Xavier","7.725859034889174","7.725859034889174","7.725859034889174","59.688897826978675","59.68889782697868","59.68889782697868","2.5741002620331225e-8"
"azure-sweep-9","5","0.5","1.8","He","8.275521123938258","8.275521123938256","8.275521123938256","68.48424987274832","68.48424987274831","68.48424987274831","2.596830980337472e-8"
"jolly-sweep-54","5","0.5","1.5","Yoshua","9.121445328496057","10.085709672184237","9.154584205048453","83.20076488074254","101.72153959159066","83.80641196732259","3.4318265108418535e-8"
"lyric-sweep-69","5","0.5","2.3","Yoshua","7.650973561620275","7.650973561620275","7.650973561620275","58.53739644061244","58.53739644061243","58.53739644061243","3.351757043661665e-8"
"summer-sweep-279","5","0.98","1.5","zero","9.762646529344492","13.705691572323802","9.796498221935328","95.30926725692204","187.8459814756677","95.971377412382","5.3632208323506354e-8"
"clear-sweep-249","5","0.98","3","Xavier","10.928847514471013","10.928847514471013","10.928847514471013","119.43970799455924","119.43970799455924","119.43970799455924","2.5735883089181596e-8"
"balmy-sweep-189","5","0.75","2","zero","8.466056744597438","8.46605674459744","8.46605674459744","71.67411680274378","71.6741168027438","71.6741168027438","3.0178612220829064e-8"
"quiet-sweep-469","5","1","2.3","Yoshua","10.90896418183374","10.90896418183374","10.90896418183374","119.0054995205315","119.00549952053149","119.00549952053149","2.6465928231118598e-8"
"polished-sweep-429","5","1","1.5","Xavier","11.110949518576728","12.468753402322587","11.055298496021868","123.45319920436042","155.46981140793108","122.21962483614335","7.608135241462658e-8"
"worldly-sweep-79","5","0.5","1.5","zero","7.659735794520092","11.841313883830797","7.95778415481011","58.67155244185234","140.21671449540395","63.32632865454685","3.622682632099997e-8"
"silver-sweep-404","5","1","1.5","He","11.732573263975477","16.716013620912655","11.581226700176568","137.65327539455217","279.4251113745374","134.12481188088262","3.4350006201546224e-8"
"worldly-sweep-309","5","0.99","1.8","He","11.484489800374122","11.484489800374122","11.484489800374122","131.89350597489724","131.89350597489727","131.89350597489727","2.5758409026239962e-8"
"ruby-sweep-149","5","0.75","3","Xavier","9.751921481590555","9.751921481590552","9.751921481590552","95.09997258310732","95.0999725831073","95.0999725831073","2.5898684179739777e-8"
"driven-sweep-49","5","0.5","3","Xavier","7.725859034889174","7.725859034889174","7.725859034889174","59.688897826978675","59.68889782697868","59.68889782697868","3.2520285768669056e-8"
"feasible-sweep-254","5","0.98","1.5","Yoshua","11.002907337340242","11.997794373227572","10.960208237951964","121.06396987409572","143.9470698222512","120.12616461927009","3.392383232848159e-8"
"ancient-sweep-359","5","0.99","1.8","Yoshua","10.883954309379076","10.883954309379078","10.883954309379078","118.46046140865135","118.4604614086514","118.4604614086514","3.5946276014000335e-8"
"misunderstood-sweep-4","5","0.5","1.5","He","9.944161144200814","15.48852494024124","9.785509090236646","98.88634086183323","239.8944048244749","95.75618815510404","3.826078924690693e-8"
"deep-sweep-24","5","0.5","3","He","8.275521123938258","8.275521123938256","8.275521123938256","68.48424987274832","68.48424987274831","68.48424987274831","3.823675425034404e-8"
"dulcet-sweep-394","5","0.99","2.3","zero","9.716445189736843","9.716445189736843","9.716445189736843","94.40930712516024","94.40930712516024","94.40930712516024","2.5718476683272863e-8"
"icy-sweep-134","5","0.75","1.8","Xavier","9.751921481590555","9.751921481590552","9.751921481590552","95.09997258310732","95.0999725831073","95.0999725831073","2.6063533082757813e-8"
"devout-sweep-489","5","1","2","zero","9.742995907207169","9.742995907207169","9.742995907207169","94.92596924785563","94.92596924785563","94.92596924785563","2.561915777897007e-8"
"bright-sweep-419","5","1","2.3","He","11.508630532785045","11.508630532785045","11.508630532785045","132.4485767401522","132.44857674015216","132.44857674015216","3.988454127567012e-8"
"sunny-sweep-99","5","0.5","3","zero","6.461705423968915","6.461705423968914","6.461705423968914","41.753636986149296","41.75363698614928","41.75363698614928","2.5915066679418592e-8"
"noble-sweep-94","5","0.5","2.3","zero","6.461705423968915","6.461705423968914","6.461705423968914","41.753636986149296","41.75363698614928","41.75363698614928","2.7282499914160023e-8"
"glorious-sweep-374","5","0.99","3","Yoshua","10.883954309379076","10.883954309379078","10.883954309379078","118.46046140865135","118.4604614086514","118.4604614086514","2.5818819493805573e-8"
"morning-sweep-169","5","0.75","2.3","Yoshua","9.676547272581612","9.676547272581612","9.676547272581612","93.6355671185066","93.63556711850664","93.63556711850664","3.0047552223398575e-8"
"distinctive-sweep-29","5","0.5","1.5","Xavier","9.218578194601935","10.625015553620337","9.230135934745302","84.98218392999031","112.89095551467403","85.19540937387654","3.3455112156591186e-8"
"silvery-sweep-40","6","0.5","2","Xavier","5.823374052866006","5.823374052866006","5.823374052866006","33.91168535959306","33.91168535959305","33.91168535959305","3.4014646401298406e-8"
"astral-sweep-285","6","0.98","1.8","zero","8.852588224817787","8.852588224817787","8.852588224817787","78.36831827818253","78.36831827818253","78.36831827818253","2.4210262806592362e-8"
"lively-sweep-415","6","1","2","He","9.417752048451442","9.417752048451442","9.417752048451442","88.69405364611133","88.69405364611133","88.69405364611133","3.869034471020112e-8"
"polished-sweep-25","6","0.5","3","He","6.202292143405242","6.202292143405242","6.202292143405242","38.4684278321464","38.4684278321464","38.4684278321464","2.5752265588860405e-8"
"denim-sweep-80","6","0.5","1.5","zero","5.356251665843222","5.356251665843222","5.356251665843222","28.68943190784829","28.68943190784829","28.68943190784829","2.994004206925638e-8"
"glorious-sweep-320","6","0.99","2.3","He","9.392332998509069","9.392332998509069","9.392332998509069","88.21591915488231","88.21591915488231","88.21591915488231","2.9511914035917167e-8"
"vibrant-sweep-170","6","0.75","2.3","Yoshua","7.83064643363077","7.83064643363077","7.83064643363077","61.319023568534305","61.3190235685343","61.3190235685343","2.4618801392332697e-8"
"lunar-sweep-70","6","0.5","2.3","Yoshua","5.786825177628526","5.786825177628526","5.786825177628526","33.48734563643543","33.48734563643543","33.48734563643543","2.5270005754565417e-8"
"laced-sweep-150","6","0.75","3","Xavier","7.857949068959104","7.857949068959104","7.857949068959104","61.74736357035525","61.74736357035525","61.74736357035525","3.024619003200415e-8"
"elated-sweep-200","6","0.75","3","zero","7.50759524234184","7.507595242341839","7.507595242341839","56.36398632283383","56.36398632283382","56.36398632283382","3.8491706901595544e-8"
"morning-sweep-255","6","0.98","1.5","Yoshua","9.113076592885696","9.113076592885696","9.113076592885696","83.04816498780116","83.04816498780116","83.04816498780116","3.465922588298378e-8"
"fearless-sweep-20","6","0.5","2.3","He","6.202292143405242","6.202292143405242","6.202292143405242","38.4684278321464","38.4684278321464","38.4684278321464","3.6606076688738346e-8"
"glamorous-sweep-350","6","0.99","3","Xavier","9.164667034042528","9.164667034042528","9.164667034042528","83.99112184486584","83.99112184486586","83.99112184486586","2.9772569626200297e-8"
"driven-sweep-155","6","0.75","1.5","Yoshua","7.83064643363077","7.83064643363077","7.83064643363077","61.319023568534305","61.3190235685343","61.3190235685343","3.7344931924078795e-8"
"revived-sweep-370","6","0.99","2.3","Yoshua","9.142998301629678","9.142998301629678","9.142998301629678","83.59441794360316","83.59441794360316","83.59441794360316","2.5737930901641445e-8"
"wise-sweep-485","6","1","1.8","zero","8.913180929116551","8.913180929116551","8.913180929116551","79.44479427516698","79.444794275167","79.444794275167","2.574407433902101e-8"
"misunderstood-sweep-445","6","1","2.3","Xavier","9.191490150703103","9.191490150703103","9.191490150703103","84.48349119047217","84.48349119047217","84.48349119047217","3.436229307630533e-8"
"volcanic-sweep-165","6","0.75","2","Yoshua","7.83064643363077","7.83064643363077","7.83064643363077","61.319023568534305","61.3190235685343","61.3190235685343","3.0065982535537236e-8"
"dry-sweep-120","6","0.75","2.3","He","8.143995684133197","8.143995684133198","8.143995684133198","66.32466570318013","66.32466570318016","66.32466570318016","3.014584722147143e-8"
"zany-sweep-190","6","0.75","2","zero","7.50759524234184","7.507595242341839","7.507595242341839","56.36398632283383","56.36398632283382","56.36398632283382","9.005460073442211e-8"
"crisp-sweep-410","6","1","1.8","He","9.417752048451442","9.417752048451442","9.417752048451442","88.69405364611133","88.69405364611133","88.69405364611133","2.924173802044708e-8"
"cool-sweep-360","6","0.99","1.8","Yoshua","9.142998301629678","9.142998301629678","9.142998301629678","83.59441794360316","83.59441794360316","83.59441794360316","2.846561709816342e-8"
"smart-sweep-180","6","0.75","1.5","zero","7.50759524234184","7.507595242341839","7.507595242341839","56.36398632283383","56.36398632283382","56.36398632283382","3.005881519192776e-8"
"summer-sweep-300","6","0.98","3","zero","8.852588224817787","8.852588224817787","8.852588224817787","78.36831827818253","78.36831827818253","78.36831827818253","2.4673068422518762e-8"
"kind-sweep-480","6","1","1.5","zero","8.913180929116551","8.913180929116551","8.913180929116551","79.44479427516698","79.444794275167","79.444794275167","2.9814101602975525e-8"
"deft-sweep-110","6","0.75","1.8","He","8.143995684133197","8.143995684133198","8.143995684133198","66.32466570318013","66.32466570318016","66.32466570318016","2.5610966529130665e-8"
"dutiful-sweep-455","6","1","1.5","Yoshua","9.169959470893865","9.169959470893868","9.169959470893868","84.0881566978361","84.08815669783611","84.08815669783611","2.569902246490427e-8"
"pious-sweep-355","6","0.99","1.5","Yoshua","9.142998301629678","9.142998301629678","9.142998301629678","83.59441794360316","83.59441794360316","83.59441794360316","3.5534665709570216e-8"
"frosty-sweep-130","6","0.75","1.5","Xavier","7.857949068959104","7.857949068959104","7.857949068959104","61.74736357035525","61.74736357035525","61.74736357035525","3.3427466688383195e-8"
"stellar-sweep-45","6","0.5","2.3","Xavier","5.823374052866006","5.823374052866006","5.823374052866006","33.91168535959306","33.91168535959305","33.91168535959305","2.5767624182309296e-8"
"proud-sweep-135","6","0.75","1.8","Xavier","7.857949068959104","7.857949068959104","7.857949068959104","61.74736357035525","61.74736357035525","61.74736357035525","2.6506884480315624e-8"
"smart-sweep-215","6","0.98","2","He","9.36411007970344","9.36411007970344","9.36411007970344","87.68655758480354","87.68655758480354","87.68655758480354","3.01470346396905e-8"
"crimson-sweep-60","6","0.5","1.8","Yoshua","5.786825177628526","5.786825177628526","5.786825177628526","33.48734563643543","33.48734563643543","33.48734563643543","2.5755337307550185e-8"
"logical-sweep-270","6","0.98","2.3","Yoshua","9.113076592885696","9.113076592885696","9.113076592885696","83.04816498780116","83.04816498780116","83.04816498780116","2.5895612461050004e-8"
"rich-sweep-330","6","0.99","1.5","Xavier","9.164667034042528","9.164667034042528","9.164667034042528","83.99112184486584","83.99112184486586","83.99112184486586","2.5608918716670816e-8"
"super-sweep-195","6","0.75","2.3","zero","7.50759524234184","7.507595242341839","7.507595242341839","56.36398632283383","56.36398632283382","56.36398632283382","2.5746122151480858e-8"
"peachy-sweep-435","6","1","1.8","Xavier","9.191490150703103","9.191490150703103","9.191490150703103","84.48349119047217","84.48349119047217","84.48349119047217","3.218751624394322e-8"
"curious-sweep-345","6","0.99","2.3","Xavier","9.164667034042528","9.164667034042528","9.164667034042528","83.99112184486584","83.99112184486586","83.99112184486586","3.241482342698671e-8"
"crimson-sweep-105","6","0.75","1.5","He","8.143995684133197","8.143995684133198","8.143995684133198","66.32466570318013","66.32466570318016","66.32466570318016","2.569390293375464e-8"
"cosmic-sweep-240","6","0.98","2","Xavier","9.13489692864526","9.13489692864526","9.13489692864526","83.44634189697258","83.44634189697258","83.44634189697258","2.5781958869528255e-8"
"playful-sweep-390","6","0.99","2","zero","8.884437046642688","8.884437046642688","8.884437046642688","78.93322163575705","78.93322163575705","78.93322163575705","2.7871751484806537e-8"
"clean-sweep-185","6","0.75","1.8","zero","7.50759524234184","7.507595242341839","7.507595242341839","56.36398632283383","56.36398632283382","56.36398632283382","3.475649697482671e-8"
"daily-sweep-315","6","0.99","2","He","9.392332998509069","9.392332998509069","9.392332998509069","88.21591915488231","88.21591915488231","88.21591915488231","3.8847002363379746e-8"
"different-sweep-50","6","0.5","3","Xavier","5.823374052866006","5.823374052866006","5.823374052866006","33.91168535959306","33.91168535959305","33.91168535959305","2.5943736053856505e-8"
"firm-sweep-160","6","0.75","1.8","Yoshua","7.83064643363077","7.83064643363077","7.83064643363077","61.319023568534305","61.3190235685343","61.3190235685343","2.576352855738959e-8"
"feasible-sweep-335","6","0.99","1.8","Xavier","9.164667034042528","9.164667034042528","9.164667034042528","83.99112184486584","83.99112184486586","83.99112184486586","2.5776839338378626e-8"
"legendary-sweep-305","6","0.99","1.5","He","9.392332998509069","9.392332998509069","9.392332998509069","88.21591915488231","88.21591915488231","88.21591915488231","2.747451374173377e-8"
"dutiful-sweep-325","6","0.99","3","He","9.392332998509069","9.392332998509069","9.392332998509069","88.21591915488231","88.21591915488231","88.21591915488231","3.007007816045694e-8"
"misty-sweep-280","6","0.98","1.5","zero","8.852588224817787","8.852588224817787","8.852588224817787","78.36831827818253","78.36831827818253","78.36831827818253","2.6648183540045367e-8"
"silver-sweep-35","6","0.5","1.8","Xavier","5.823374052866006","5.823374052866006","5.823374052866006","33.91168535959306","33.91168535959305","33.91168535959305","3.6654819125108895e-8"
"genial-sweep-495","6","1","2.3","zero","8.913180929116551","8.913180929116551","8.913180929116551","79.44479427516698","79.444794275167","79.444794275167","3.5436370711497345e-8"
"restful-sweep-460","6","1","1.8","Yoshua","9.169959470893865","9.169959470893868","9.169959470893868","84.0881566978361","84.08815669783611","84.08815669783611","2.4290127492526556e-8"
"solar-sweep-295","6","0.98","2.3","zero","8.852588224817787","8.852588224817787","8.852588224817787","78.36831827818253","78.36831827818253","78.36831827818253","2.7176519154687008e-8"
"zesty-sweep-245","6","0.98","2.3","Xavier","9.13489692864526","9.13489692864526","9.13489692864526","83.44634189697258","83.44634189697258","83.44634189697258","2.5770695900999072e-8"
"lucky-sweep-310","6","0.99","1.8","He","9.392332998509069","9.392332998509069","9.392332998509069","88.21591915488231","88.21591915488231","88.21591915488231","3.746984848412972e-8"
"blooming-sweep-145","6","0.75","2.3","Xavier","7.857949068959104","7.857949068959104","7.857949068959104","61.74736357035525","61.74736357035525","61.74736357035525","2.614749339361172e-8"
"driven-sweep-260","6","0.98","1.8","Yoshua","9.113076592885696","9.113076592885696","9.113076592885696","83.04816498780116","83.04816498780116","83.04816498780116","2.6923614315895365e-8"
"confused-sweep-340","6","0.99","2","Xavier","9.164667034042528","9.164667034042528","9.164667034042528","83.99112184486584","83.99112184486586","83.99112184486586","2.5738954807871376e-8"
"sunny-sweep-375","6","0.99","3","Yoshua","9.142998301629678","9.142998301629678","9.142998301629678","83.59441794360316","83.59441794360316","83.59441794360316","2.6593916509859306e-8"
"vivid-sweep-250","6","0.98","3","Xavier","9.13489692864526","9.13489692864526","9.13489692864526","83.44634189697258","83.44634189697258","83.44634189697258","2.5759432932469893e-8"
"confused-sweep-385","6","0.99","1.8","zero","8.884437046642688","8.884437046642688","8.884437046642688","78.93322163575705","78.93322163575705","78.93322163575705","3.074328877030692e-8"
"quiet-sweep-210","6","0.98","1.8","He","9.36411007970344","9.36411007970344","9.36411007970344","87.68655758480354","87.68655758480354","87.68655758480354","3.736795593656299e-8"
"snowy-sweep-175","6","0.75","3","Yoshua","7.83064643363077","7.83064643363077","7.83064643363077","61.319023568534305","61.3190235685343","61.3190235685343","2.577274371345892e-8"
"usual-sweep-100","6","0.5","3","zero","5.356251665843222","5.356251665843222","5.356251665843222","28.68943190784829","28.68943190784829","28.68943190784829","3.3843172617733025e-8"
"vivid-sweep-230","6","0.98","1.5","Xavier","9.13489692864526","9.13489692864526","9.13489692864526","83.44634189697258","83.44634189697258","83.44634189697258","3.0057791285697834e-8"
"amber-sweep-400","6","0.99","3","zero","8.884437046642688","8.884437046642688","8.884437046642688","78.93322163575705","78.93322163575705","78.93322163575705","2.5719500589502788e-8"
"earnest-sweep-235","6","0.98","1.8","Xavier","9.13489692864526","9.13489692864526","9.13489692864526","83.44634189697258","83.44634189697258","83.44634189697258","2.5764552463619515e-8"
"polar-sweep-405","6","1","1.5","He","9.417752048451442","9.417752048451442","9.417752048451442","88.69405364611133","88.69405364611133","88.69405364611133","2.5749193870170638e-8"
"sunny-sweep-430","6","1","1.5","Xavier","9.191490150703103","9.191490150703103","9.191490150703103","84.48349119047217","84.48349119047217","84.48349119047217","3.9319951857679475e-8"
"sweet-sweep-290","6","0.98","2","zero","8.852588224817787","8.852588224817787","8.852588224817787","78.36831827818253","78.36831827818253","78.36831827818253","2.5422567782824346e-8"
"fragrant-sweep-470","6","1","2.3","Yoshua","9.169959470893865","9.169959470893868","9.169959470893868","84.0881566978361","84.08815669783611","84.08815669783611","2.970649255480061e-8"
"balmy-sweep-65","6","0.5","2","Yoshua","5.786825177628526","5.786825177628526","5.786825177628526","33.48734563643543","33.48734563643543","33.48734563643543","3.5263330558639916e-8"
"lemon-sweep-420","6","1","2.3","He","9.417752048451442","9.417752048451442","9.417752048451442","88.69405364611133","88.69405364611133","88.69405364611133","3.428812301687382e-8"
"light-sweep-15","6","0.5","2","He","6.202292143405242","6.202292143405242","6.202292143405242","38.4684278321464","38.4684278321464","38.4684278321464","2.8228070852820666e-8"
"confused-sweep-205","6","0.98","1.5","He","9.36411007970344","9.36411007970344","9.36411007970344","87.68655758480354","87.68655758480354","87.68655758480354","3.548756602299363e-8"
"drawn-sweep-90","6","0.5","2","zero","5.356251665843222","5.356251665843222","5.356251665843222","28.68943190784829","28.68943190784829","28.68943190784829","3.724766083223585e-8"
"skilled-sweep-220","6","0.98","2.3","He","9.36411007970344","9.36411007970344","9.36411007970344","87.68655758480354","87.68655758480354","87.68655758480354","3.0046528317168654e-8"
"silvery-sweep-5","6","0.5","1.5","He","6.202292143405242","6.202292143405242","6.202292143405242","38.4684278321464","38.4684278321464","38.4684278321464","2.5718476683272863e-8"
"fiery-sweep-55","6","0.5","1.5","Yoshua","5.786825177628526","5.786825177628526","5.786825177628526","33.48734563643543","33.48734563643543","33.48734563643543","2.574305043279108e-8"
"treasured-sweep-75","6","0.5","3","Yoshua","5.786825177628526","5.786825177628526","5.786825177628526","33.48734563643543","33.48734563643543","33.48734563643543","2.970119621017552e-8"
"happy-sweep-95","6","0.5","2.3","zero","5.356251665843222","5.356251665843222","5.356251665843222","28.68943190784829","28.68943190784829","28.68943190784829","2.964214664353272e-8"
"true-sweep-490","6","1","2","zero","8.913180929116551","8.913180929116551","8.913180929116551","79.44479427516698","79.444794275167","79.444794275167","2.6145445581151866e-8"
"northern-sweep-140","6","0.75","2","Xavier","7.857949068959104","7.857949068959104","7.857949068959104","61.74736357035525","61.74736357035525","61.74736357035525","2.5737930901641445e-8"
"stellar-sweep-125","6","0.75","3","He","8.143995684133197","8.143995684133198","8.143995684133198","66.32466570318013","66.32466570318016","66.32466570318016","2.4939284042299433e-8"
"lemon-sweep-365","6","0.99","2","Yoshua","9.142998301629678","9.142998301629678","9.142998301629678","83.59441794360316","83.59441794360316","83.59441794360316","3.5579717583686954e-8"
"wild-sweep-440","6","1","2","Xavier","9.191490150703103","9.191490150703103","9.191490150703103","84.48349119047217","84.48349119047217","84.48349119047217","3.004140878601902e-8"
"likely-sweep-265","6","0.98","2","Yoshua","9.113076592885696","9.113076592885696","9.113076592885696","83.04816498780116","83.04816498780116","83.04816498780116","2.590482761711933e-8"
"zany-sweep-395","6","0.99","2.3","zero","8.884437046642688","8.884437046642688","8.884437046642688","78.93322163575705","78.93322163575705","78.93322163575705","3.0098747534894853e-8"
"copper-sweep-10","6","0.5","1.8","He","6.202292143405242","6.202292143405242","6.202292143405242","38.4684278321464","38.4684278321464","38.4684278321464","3.7386430643538105e-8"
"northern-sweep-465","6","1","2","Yoshua","9.169959470893865","9.169959470893868","9.169959470893868","84.0881566978361","84.08815669783611","84.08815669783611","4.160028621564985e-8"
"scarlet-sweep-275","6","0.98","3","Yoshua","9.113076592885696","9.113076592885696","9.113076592885696","83.04816498780116","83.04816498780116","83.04816498780116","2.7935233671061932e-8"
"exalted-sweep-475","6","1","3","Yoshua","9.169959470893865","9.169959470893868","9.169959470893868","84.0881566978361","84.08815669783611","84.08815669783611","3.017246878344951e-8"
"rare-sweep-30","6","0.5","1.5","Xavier","5.823374052866006","5.823374052866006","5.823374052866006","33.91168535959306","33.91168535959305","33.91168535959305","4.2997918219498383e-8"
"deep-sweep-500","6","1","3","zero","8.913180929116551","8.913180929116551","8.913180929116551","79.44479427516698","79.444794275167","79.444794275167","2.5641683716028437e-8"
"devout-sweep-115","6","0.75","2","He","8.143995684133197","8.143995684133198","8.143995684133198","66.32466570318013","66.32466570318016","66.32466570318016","3.4069455894546594e-8"
"gentle-sweep-225","6","0.98","3","He","9.36411007970344","9.36411007970344","9.36411007970344","87.68655758480354","87.68655758480354","87.68655758480354","3.344830304955495e-8"
"flowing-sweep-450","6","1","3","Xavier","9.191490150703103","9.191490150703103","9.191490150703103","84.48349119047217","84.48349119047217","84.48349119047217","3.695257471918012e-8"
"proud-sweep-425","6","1","3","He","9.417752048451442","9.417752048451442","9.417752048451442","88.69405364611133","88.69405364611133","88.69405364611133","3.4835337754530986e-8"
"sandy-sweep-380","6","0.99","1.5","zero","8.884437046642688","8.884437046642688","8.884437046642688","78.93322163575705","78.93322163575705","78.93322163575705","2.533588720906563e-8"
"zesty-sweep-85","6","0.5","1.8","zero","5.356251665843222","5.356251665843222","5.356251665843222","28.68943190784829","28.68943190784829","28.68943190784829","3.4512807292104415e-8"