"Name","Window","LearningRate","MaxDepth","MinChildWeight","Gamma","rmse_XGB","mae_XGB","Energy_Consumed"
"unique-sweep-348","4","0.1","3","2","1","5.575180390825577","4.2392168212890615","1.3820686291536631e-8"
"different-sweep-423","4","1","3","1","1","6.574819343078521","4.96598898866715","1.7170907475853407e-8"
"grateful-sweep-108","4","0.1","3","2","0","5.568728036958885","4.1815763764412175","1.5486339284633586e-8"
"effortless-sweep-343","4","0.1","3","1","1","5.541866130316971","4.209239207409273","1.1728845863798496e-8"
"icy-sweep-388","4","0.1","7","2","1","5.244681905188964","3.9904862263341103","2.40458189662402e-8"
"denim-sweep-338","4","0.1","1","4","1","7.091201283575798","5.661279470529864","1.2699508969768026e-8"
"royal-sweep-253","4","0.01","1","3","1","41.89337850352632","40.91559865909699","1.2795756155381042e-8"
"silver-sweep-473","4","1","7","3","1","6.949401339444248","4.788569608429939","1.7237832539523073e-8"
"fearless-sweep-218","4","1","5","4","0","6.099278313691418","4.926074513096962","1.7138142476495787e-8"
"logical-sweep-213","4","1","5","3","0","5.465443128126803","4.087873820249496","1.7931827814739637e-8"
"tough-sweep-3","4","0.01","1","1","0","41.89337850352632","40.91559865909699","2.5312390972658254e-8"
"lucky-sweep-288","4","0.01","5","2","1","40.89927438595572","40.194845143176664","1.3185912154590876e-8"
"radiant-sweep-228","4","1","7","2","0","6.535139309907709","5.142595936436806","8.753374359634512e-9"
"crisp-sweep-298","4","0.01","5","4","1","40.89927438595572","40.194845143176664","1.0866716818201083e-8"
"tough-sweep-33","4","0.01","3","3","0","40.90303688659878","40.199657260722496","1.564938281818387e-8"
"deep-sweep-443","4","1","5","1","1","6.200411785399817","4.5658924495573965","1.2222368666622669e-8"
"copper-sweep-223","4","1","7","1","0","6.9478306706191555","5.227889485020792","1.2483464755253712e-8"
"frosty-sweep-438","4","1","3","4","1","6.6755103687947255","5.138293249511718","1.146675696228764e-8"
"sweepy-sweep-458","4","1","5","4","1","6.064655047044451","4.8893747013215085","2.1440596454643432e-8"
"kind-sweep-118","4","0.1","3","4","0","5.426848190762995","4.093105250204763","1.2832616779658365e-8"
"magic-sweep-323","4","0.1","1","1","1","7.091201283575798","5.661279470529864","2.0906117402622235e-8"
"zany-sweep-68","4","0.01","7","2","0","40.89927438595572","40.194845143176664","1.2652409283191446e-8"
"jumping-sweep-383","4","0.1","7","1","1","5.578678676630047","4.220713751220703","1.2860262247866356e-8"
"devout-sweep-78","4","0.01","7","4","0","40.89927438595572","40.194845143176664","1.2728178344205949e-8"
"dauntless-sweep-398","4","0.1","7","4","1","4.924210481737007","3.747667374936997","1.2345996103830557e-8"
"rich-sweep-393","4","0.1","7","3","1","5.325778398303099","4.070573479437059","1.139505243284273e-8"
"cool-sweep-113","4","0.1","3","3","0","5.58261720222545","4.207545791133757","1.2981083182997584e-8"
"clean-sweep-238","4","1","7","4","0","6.378725726636098","4.762679120660597","1.7282513254915307e-8"
"fiery-sweep-153","4","0.1","7","3","0","5.24886728619786","3.9665572812972534","1.2920672715431973e-8"
"crimson-sweep-433","4","1","3","3","1","6.345473903636209","4.7096398772208925","1.2826473342278811e-8"
"glamorous-sweep-13","4","0.01","1","3","0","41.89337850352632","40.91559865909699","1.2626795894700789e-8"
"fiery-sweep-28","4","0.01","3","2","0","40.90303688659878","40.199657260722496","1.2981083182997584e-8"
"dry-sweep-173","4","1","1","3","0","6.399560738666356","4.727256397862588","1.7115098388937137e-8"
"blooming-sweep-308","4","0.01","7","2","1","40.89927438595572","40.194845143176664","1.2579279762247908e-8"
"dainty-sweep-273","4","0.01","3","3","1","40.90303688659878","40.199657260722496","1.1839427736630468e-8"
"rosy-sweep-233","4","1","7","3","0","6.523215340879787","4.73569579172442","1.2719987094366541e-8"
"apricot-sweep-138","4","0.1","5","4","0","5.0972447297522105","3.8889988608083415","1.6923122168211397e-8"
"chocolate-sweep-38","4","0.01","3","4","0","40.90303688659878","40.199657260722496","1.2823401623589033e-8"
"warm-sweep-208","4","1","5","2","0","5.563614644623202","4.262680638467112","1.7175003100773112e-8"
"frosty-sweep-58","4","0.01","5","4","0","40.89927438595572","40.194845143176664","1.4667617824418104e-8"
"stellar-sweep-83","4","0.1","1","1","0","7.091201283575798","5.661279470529864","1.28500231855671e-8"
"breezy-sweep-203","4","1","5","1","0","6.073890245966703","4.5171080798733625","1.0620979323018929e-8"
"proud-sweep-193","4","1","3","3","0","6.490073456145235","4.802385058987524","2.1078218349480773e-8"
"balmy-sweep-258","4","0.01","1","4","1","41.89337850352632","40.91559865909699","1.3129549586336804e-8"
"dauntless-sweep-313","4","0.01","7","3","1","40.89927438595572","40.194845143176664","1.28100908426e-8"
"brisk-sweep-123","4","0.1","5","1","0","5.7804970431828195","4.250651083472467","1.3034326306953718e-8"
"giddy-sweep-8","4","0.01","1","2","0","41.89337850352632","40.91559865909699","1.29698202144684e-8"
"fallen-sweep-453","4","1","5","3","1","5.4067665187308105","4.0798292994345395","1.2410462151011517e-8"
"sage-sweep-168","4","1","1","2","0","6.399560738666356","4.727256397862588","1.2881764278694795e-8"
"skilled-sweep-24","5","0.01","3","1","0","40.27156099512324","39.56516124868085","1.2653047197469884e-8"
"usual-sweep-54","5","0.01","5","3","0","40.27156099512324","39.56516124868085","1.2415417790836931e-8"
"comfy-sweep-419","5","1","1","4","1","5.602001916167536","4.398320718482233","9.138363102086564e-9"
"crimson-sweep-269","5","0.01","3","2","1","40.27156099512324","39.56516124868085","1.0105954489366317e-8"
"lyric-sweep-184","5","1","3","1","0","5.151472142087918","4.155773135474421","0"
"cosmic-sweep-304","5","0.01","7","1","1","40.27156099512324","39.56516124868085","1.6769637566211612e-8"
"volcanic-sweep-369","5","0.1","5","2","1","4.472748411173887","3.4607016546433975","1.7064421227941137e-8"
"scarlet-sweep-414","5","1","1","3","1","5.6184601976745006","4.432915346600932","8.575214675627447e-9"
"royal-sweep-89","5","0.1","1","2","0","5.986278375850924","4.78794296540291","2.1606469263891393e-8"
"prime-sweep-409","5","1","1","2","1","5.6184601976745006","4.432915346600932","1.2980059276767658e-8"
"glorious-sweep-309","5","0.01","7","2","1","40.27156099512324","39.56516124868085","1.5681123911311564e-8"
"trim-sweep-329","5","0.1","1","2","1","5.986278375850924","4.78794296540291","1.7036775759733152e-8"
"youthful-sweep-129","5","0.1","5","2","0","4.6297960667366915","3.545728785951676","1.7184218256842442e-8"
"colorful-sweep-389","5","0.1","7","2","1","4.490996119032546","3.518403691445628","2.1332062394271313e-8"
"generous-sweep-44","5","0.01","5","1","0","40.27156099512324","39.56516124868085","1.3782801761029382e-8"
"sweepy-sweep-404","5","1","1","1","1","5.6184601976745006","4.432915346600932","1.1727821957568571e-8"
"breezy-sweep-479","5","1","7","4","1","4.832168638252502","3.5966504351215987","1.1495395243375444e-8"
"fast-sweep-424","5","1","3","1","1","4.824629330104866","3.867945133529171","2.1964337736714396e-8"
"prime-sweep-74","5","0.01","7","3","0","40.27156099512324","39.56516124868085","1.7349067159860475e-8"
"lunar-sweep-314","5","0.01","7","3","1","40.27156099512324","39.56516124868085","1.4772223221876226e-8"
"avid-sweep-169","5","1","1","2","0","5.6184601976745006","4.432915346600932","0"
"zany-sweep-164","5","1","1","1","0","5.6184601976745006","4.432915346600932","1.4254193198566e-8"
"northern-sweep-399","5","0.1","7","4","1","4.286302909249436","3.457057259245842","1.7016297635134633e-8"
"azure-sweep-464","5","1","7","1","1","5.29044848593165","4.112360515569871","1.0354763703238251e-8"
"dark-sweep-254","5","0.01","1","3","1","41.569201428348464","40.58388329064154","1.068138979058454e-8"
"glad-sweep-349","5","0.1","3","2","1","4.612044327744616","3.735025871030746","1.2341263464147942e-8"
"smooth-sweep-334","5","0.1","1","3","1","5.986278375850924","4.78794296540291","1.2914529278052416e-8"
"tough-sweep-359","5","0.1","3","4","1","4.47862880049817","3.612401985217679","1.2399572512372792e-8"
"fluent-sweep-149","5","0.1","7","2","0","4.4160927278301845","3.408975684971964","1.3399860831037181e-8"
"sweepy-sweep-259","5","0.01","1","4","1","41.569201428348464","40.58388329064154","1.67560433974106e-8"
"smooth-sweep-114","5","0.1","3","3","0","4.520544745581228","3.6804275973412306","1.2591272758299968e-8"
"spring-sweep-434","5","1","3","3","1","4.625659978616352","3.740167297560169","1.0404935108504611e-8"
"radiant-sweep-99","5","0.1","1","4","0","5.986278375850924","4.78794296540291","1.2893027247223977e-8"
"swift-sweep-289","5","0.01","5","2","1","40.27156099512324","39.56516124868085","2.3656940966753208e-8"
"resilient-sweep-284","5","0.01","5","1","1","40.27156099512324","39.56516124868085","1.2587483934238562e-8"
"eternal-sweep-189","5","1","3","2","0","5.174982510333657","3.998259005638862","1.2882788184924722e-8"
"zany-sweep-339","5","0.1","1","4","1","5.986278375850924","4.78794296540291","1.1665363677543104e-8"
"hopeful-sweep-179","5","1","1","4","0","5.602001916167536","4.398320718482233","1.108992837632488e-8"
"blooming-sweep-134","5","0.1","5","3","0","4.423826678902098","3.4542586341119583","1.3203270834891454e-8"
"fearless-sweep-439","5","1","3","4","1","5.231523371025487","4.020040584441154","1.2852070998026952e-8"
"ruby-sweep-59","5","0.01","5","4","0","40.25901405916879","39.548035595998456","1.721874243900048e-8"
"olive-sweep-214","5","1","5","3","0","5.1375972781116666","3.898925066744897","1.668762373532849e-8"
"stellar-sweep-344","5","0.1","3","1","1","4.42689188877206","3.5074530551049024","1.2867429591475836e-8"
"whole-sweep-14","5","0.01","1","3","0","41.569201428348464","40.58388329064154","1.2494725552616933e-8"
"likely-sweep-394","5","0.1","7","3","1","4.388655318151029","3.498796407785723","1.3036374119413572e-8"
"glorious-sweep-429","5","1","3","2","1","5.0423120348705375","4.0456009901477445","1.5717984535588892e-8"
"comic-sweep-109","5","0.1","3","2","0","4.445252581885088","3.5162839560231856","1.2856166622946652e-8"
"comfy-sweep-474","5","1","7","3","1","5.022225358582454","3.739179390790386","1.6899846760780852e-8"
"denim-sweep-104","5","0.1","3","1","0","4.406127229750936","3.4991622796827753","1.2719987094366541e-8"
"decent-sweep-4","5","0.01","1","1","0","41.569201428348464","40.58388329064154","1.6818683732758983e-8"
"fancy-sweep-194","5","1","3","3","0","5.043201497769443","4.0295072635773685","1.3031254588263944e-8"
"soft-sweep-374","5","0.1","5","3","1","4.540289124847728","3.69434492679719","2.5660114028167097e-8"
"amber-sweep-139","5","0.1","5","4","0","4.870728546171977","3.958414488564768","1.7304015285743745e-8"
"comfy-sweep-199","5","1","3","4","0","5.088514367041799","3.854982259836505","1.3352761144460601e-8"
"amber-sweep-324","5","0.1","1","1","1","5.986278375850924","4.78794296540291","1.0737704633230453e-8"
"light-sweep-354","5","0.1","3","3","1","4.515058744780797","3.6706793114446823","1.2708724125837358e-8"
"ruby-sweep-274","5","0.01","3","3","1","40.27156099512324","39.56516124868085","1.2916577090512268e-8"
"pious-sweep-454","5","1","5","3","1","5.15058692227887","4.020310078479398","1.1084808845175251e-8"
"vibrant-sweep-79","5","0.01","7","4","0","40.25901405916879","39.548035595998456","1.670424433566748e-8"
"tough-sweep-229","5","1","7","2","0","5.424032665829984","4.017833782368322","1.2719987094366541e-8"
"distinctive-sweep-469","5","1","7","2","1","5.402169060669425","3.98726431687878","1.279268443669126e-8"
"rare-sweep-49","5","0.01","5","2","0","40.27156099512324","39.56516124868085","1.7240533099488353e-8"
"solar-sweep-209","5","1","5","2","0","5.4567052810319705","4.401733510466545","1.2879716466234945e-8"
"efficient-sweep-299","5","0.01","5","4","1","40.25901405916879","39.548035595998456","1.2413346565330762e-8"
"chocolate-sweep-94","5","0.1","1","3","0","5.986278375850924","4.78794296540291","1.5485332010661702e-8"
"driven-sweep-279","5","0.01","3","4","1","40.25901405916879","39.548035595998456","1.720572028767088e-8"
"logical-sweep-379","5","0.1","5","4","1","4.46933090511266","3.5606035248787173","1.0673198540745136e-8"
"summer-sweep-34","5","0.01","3","3","0","40.27156099512324","39.56516124868085","2.0783248655031153e-8"
"royal-sweep-319","5","0.01","7","4","1","40.25901405916879","39.548035595998456","1.1681907257954865e-8"
"dry-sweep-234","5","1","7","3","0","4.718850032183881","3.7250842617896303","1.926479571605139e-8"
"dry-sweep-449","5","1","5","2","1","5.474772069518039","4.4166424702305935","1.4892143457372086e-8"
"earnest-sweep-294","5","0.01","5","3","1","40.27156099512324","39.56516124868085","1.0262612142544944e-8"
"drawn-sweep-69","5","0.01","7","2","0","40.27156099512324","39.56516124868085","1.7151453257484822e-8"
"winter-sweep-224","5","1","7","1","0","5.201412756482539","3.9603278542795497","1.2436082580380672e-8"
"lunar-sweep-174","5","1","1","3","0","5.6184601976745006","4.432915346600932","1.287152521639554e-8"
"true-sweep-219","5","1","5","4","0","5.630085424082072","4.423240224136844","1.6637550591869713e-8"
"light-sweep-119","5","0.1","3","4","0","4.478628487519594","3.612401369943927","1.9274010872120724e-8"
"apricot-sweep-244","5","0.01","1","1","1","41.569201428348464","40.58388329064154","1.5513194337649515e-8"
"glad-sweep-64","5","0.01","7","1","0","40.27156099512324","39.56516124868085","1.2785517093081785e-8"
"dashing-sweep-364","5","0.1","5","1","1","4.299844202415268","3.3907250448903734","1.213431273084906e-8"
"lemon-sweep-444","5","1","5","1","1","5.055131310314192","4.0693558381111385","8.797402327521317e-9"
"rich-sweep-459","5","1","5","4","1","5.037604500462016","3.975847756662677","8.797402327521317e-9"
"serene-sweep-154","5","0.1","7","3","0","4.314423592459696","3.445687755756994","1.3672219888197409e-8"
"royal-sweep-384","5","0.1","7","1","1","4.407891469795935","3.4197764364919356","1.2765038968483269e-8"
"elated-sweep-124","5","0.1","5","1","0","4.257703777286576","3.2961552925355977","1.591764625042439e-8"
"confused-sweep-204","5","1","5","1","0","5.518938102119359","4.322494875803301","1.6558209565573632e-8"
"eternal-sweep-19","5","0.01","1","4","0","41.569201428348464","40.58388329064154","1.231753987806567e-8"
"lively-sweep-159","5","0.1","7","4","0","4.696203570853662","3.8061546292212705","1.6870056757246247e-8"
"toasty-sweep-9","5","0.01","1","2","0","41.569201428348464","40.58388329064154","2.396554921764013e-8"
"atomic-sweep-84","5","0.1","1","1","0","5.986278375850924","4.78794296540291","1.2736369594045353e-8"
"effortless-sweep-144","5","0.1","7","1","0","4.459915599178191","3.4549208249984256","1.2567425066107617e-8"
"misunderstood-sweep-239","5","1","7","4","0","4.781217821949896","3.845006567382813","1.4083830192627526e-8"
"charmed-sweep-29","5","0.01","3","2","0","40.27156099512324","39.56516124868085","2.7721729203070334e-8"
"glowing-sweep-264","5","0.01","3","1","1","40.27156099512324","39.56516124868085","1.136078759322522e-8"
"clean-sweep-39","5","0.01","3","4","0","40.25901405916879","39.548035595998456","1.3010776463665431e-8"
"neat-sweep-249","5","0.01","1","2","1","41.569201428348464","40.58388329064154","1.3348665519540898e-8"
"feasible-sweep-180","6","1","1","4","0","5.355831652555063","4.0032508200368575","0"
"celestial-sweep-315","6","0.01","7","3","1","39.594862713809746","38.99469203845609","1.2865381779015984e-8"
"radiant-sweep-305","6","0.01","7","1","1","39.59486512284738","38.994694745660595","1.0297424954362417e-8"
"exalted-sweep-440","6","1","3","4","1","5.109110429060256","3.98495628209268","8.840406389178195e-9"
"restful-sweep-355","6","0.1","3","3","1","4.302782182651963","3.4546891806325606","1.314823770207517e-8"
"clean-sweep-145","6","0.1","7","1","0","4.074110557687094","3.2900750698950993","1.3692698012795922e-8"
"rare-sweep-430","6","1","3","2","1","4.709605606025814","3.4973938706920995","1.2916577090512268e-8"
"logical-sweep-165","6","1","1","1","0","5.39279779064193","4.0016307186003655","1.28100908426e-8"
"floral-sweep-120","6","0.1","3","4","0","4.406324975822649","3.495532971978957","1.163378366514836e-8"
"fanciful-sweep-365","6","0.1","5","1","1","4.272585190217642","3.383537313547443","1.716783575716363e-8"
"devout-sweep-450","6","1","5","2","1","5.5360958520118695","4.3815728417181194","1.2771182405862822e-8"
"restful-sweep-105","6","0.1","3","1","0","4.322509700573193","3.438589046552105","1.7668525903597283e-8"
"rose-sweep-50","6","0.01","5","2","0","39.59486512284738","38.994694745660595","1.2845927560647397e-8"
"hopeful-sweep-480","6","1","7","4","1","4.970047249377521","3.874823982287992","1.2818282092439404e-8"
"stellar-sweep-325","6","0.1","1","1","1","5.394452908021512","4.1680888490738415","1.2920672715431973e-8"
"skilled-sweep-400","6","0.1","7","4","1","4.237511308757513","3.364063887663811","1.2915553184282344e-8"
"effortless-sweep-80","6","0.01","7","4","0","39.594862713809746","38.99469203845609","1.2423816047986394e-8"
"crimson-sweep-110","6","0.1","3","2","0","4.4305135571199585","3.5247199813350556","1.6813992677321543e-8"
"vital-sweep-160","6","0.1","7","4","0","3.960333972605481","3.1055517393050662","1.2854118810486801e-8"
"happy-sweep-330","6","0.1","1","2","1","5.394452908021512","4.1680888490738415","1.716783575716363e-8"
"youthful-sweep-5","6","0.01","1","1","0","41.28846401343924","40.51989205164755","7.84926515861015e-9"
"misunderstood-sweep-445","6","1","5","1","1","5.340574896804163","3.9216478033250386","1.2856166622946652e-8"
"upbeat-sweep-300","6","0.01","5","4","1","39.594862713809746","38.99469203845609","1.2753775999954087e-8"
"charmed-sweep-360","6","0.1","3","4","1","4.406322338319236","3.4955303878291963","1.1912125078955191e-8"
"dry-sweep-435","6","1","3","3","1","5.071946710937881","4.0565862915039075","1.2718487254106651e-8"
"icy-sweep-270","6","0.01","3","2","1","39.59486512284738","38.994694745660595","1.2863333966556133e-8"
"unique-sweep-265","6","0.01","3","1","1","39.59486512284738","38.994694745660595","1.2748656468804458e-8"
"wobbly-sweep-455","6","1","5","3","1","5.173457495004316","3.8539361145019537","8.574190769397521e-9"
"deft-sweep-410","6","1","1","2","1","5.39279779064193","4.0016307186003655","1.0518588700026362e-8"
"rose-sweep-415","6","1","1","3","1","5.39279779064193","4.0016307186003655","1.7112544820747645e-8"
"stilted-sweep-350","6","0.1","3","2","1","4.460387227105739","3.5329705339985513","1.2822377717359108e-8"
"floral-sweep-10","6","0.01","1","2","0","41.28846401343924","40.51989205164755","1.2936031308880857e-8"
"stellar-sweep-375","6","0.1","5","3","1","4.399490777360475","3.4623544427687127","1.2737393500275276e-8"
"fresh-sweep-420","6","1","1","4","1","5.355831652555063","4.0032508200368575","1.2442516186360484e-8"
"elated-sweep-290","6","0.01","5","2","1","39.59486512284738","38.994694745660595","1.2359767086107038e-8"
"dazzling-sweep-320","6","0.01","7","4","1","39.594862713809746","38.99469203845609","1.2586636841484102e-8"
"chocolate-sweep-205","6","1","5","1","0","5.741735675059132","4.2857244855327","1.2265372728279544e-8"
"fast-sweep-390","6","0.1","7","2","1","4.219065035222349","3.2727972937799277","1.4944935331995012e-8"
"lunar-sweep-30","6","0.01","3","2","0","39.59486512284738","38.994694745660595","1.2724082719286242e-8"
"unique-sweep-100","6","0.1","1","4","0","5.3858384206178895","4.161608170638546","1.4747135664189652e-8"
"morning-sweep-195","6","1","3","3","0","5.1756349572968245","4.0614977192540325","1.7834398712845237e-8"
"mild-sweep-240","6","1","7","4","0","5.029657903337004","3.9288862647271934","1.2881764278694795e-8"
"trim-sweep-475","6","1","7","3","1","5.40341313949609","3.984619379843436","1.1983282535715668e-8"
"devoted-sweep-150","6","0.1","7","2","0","4.262639455712071","3.3189163859705775","1.283773631080799e-8"
"treasured-sweep-115","6","0.1","3","3","0","4.356214637868859","3.5000111365533653","1.2941150840030484e-8"
"stoic-sweep-125","6","0.1","5","1","0","4.181803981471949","3.2786528312437","1.6064064841303763e-8"
"stellar-sweep-425","6","1","3","1","1","4.560311591284312","3.558827302403604","1.6664859065384818e-8"
"hopeful-sweep-220","6","1","5","4","0","5.425960246572076","4.307576884017453","1.2962652870858922e-8"
"helpful-sweep-380","6","0.1","5","4","1","4.262979030528753","3.391993582251765","1.2990298339066916e-8"
"faithful-sweep-210","6","1","5","2","0","5.513959432853971","4.377520829723728","1.2708724125837358e-8"
"tough-sweep-225","6","1","7","1","0","6.330955718805613","4.776738563783709","1.4463699403929948e-8"
"divine-sweep-70","6","0.01","7","2","0","39.59486512284738","38.994694745660595","2.102693833775346e-8"
"fiery-sweep-60","6","0.01","5","4","0","39.594862713809746","38.99469203845609","1.0841119162452944e-8"
"comic-sweep-55","6","0.01","5","3","0","39.594862713809746","38.99469203845609","1.0889242755259449e-8"
"balmy-sweep-370","6","0.1","5","2","1","4.332078980022161","3.407807604192919","1.3783825667259308e-8"
"worthy-sweep-25","6","0.01","3","1","0","39.59486512284738","38.994694745660595","1.2856166622946652e-8"
"ethereal-sweep-175","6","1","1","3","0","5.39279779064193","4.0016307186003655","1.6761344983883141e-9"
"celestial-sweep-245","6","0.01","1","1","1","41.28846401343924","40.51989205164755","1.6767035900279048e-8"
"distinctive-sweep-65","6","0.01","7","1","0","39.59486512284738","38.994694745660595","1.2430306331528602e-8"
"decent-sweep-335","6","0.1","1","3","1","5.394452908021512","4.1680888490738415","1.1288630542796656e-8"
"unique-sweep-255","6","0.01","1","3","1","41.28846401343924","40.51989205164755","1.7647023872768842e-8"
"dutiful-sweep-75","6","0.01","7","3","0","39.594862713809746","38.99469203845609","1.256844897233754e-8"
"trim-sweep-40","6","0.01","3","4","0","39.594862713809746","38.99469203845609","1.809549480147628e-8"
"atomic-sweep-460","6","1","5","4","1","5.237563639288059","4.140408949329008","1.2737393500275276e-8"
"swept-sweep-275","6","0.01","3","3","1","39.594862713809746","38.99469203845609","1.7065445134171065e-8"
"eager-sweep-90","6","0.1","1","2","0","5.394452908021512","4.1680888490738415","1.246793702863316e-8"
"sleek-sweep-15","6","0.01","1","3","0","41.28846401343924","40.51989205164755","1.299848958890632e-8"
"floral-sweep-35","6","0.01","3","3","0","39.594862713809746","38.99469203845609","1.3203270834891454e-8"
"grateful-sweep-235","6","1","7","3","0","5.45992721378356","4.004515337347216","1.2991322245296841e-8"
"eager-sweep-280","6","0.01","3","4","1","39.594862713809746","38.99469203845609","1.7269202473926272e-8"
"classic-sweep-130","6","0.1","5","2","0","4.405230205430093","3.480180448864352","1.2753775999954087e-8"
"lyric-sweep-405","6","1","1","1","1","5.39279779064193","4.0016307186003655","1.1452391181718564e-8"
"proud-sweep-230","6","1","7","2","0","5.919221593102403","4.536762607106855","1.4559854476298522e-8"
"treasured-sweep-185","6","1","3","1","0","4.406761006963756","3.6171196135490176","1.5210868463479224e-8"
"honest-sweep-385","6","0.1","7","1","1","4.080028338291666","3.238539345033708","2.4487445984454503e-8"
"golden-sweep-140","6","0.1","5","4","0","4.31728561179813","3.469412567729335","1.1820997424491803e-8"
"young-sweep-215","6","1","5","3","0","5.221922135652099","3.9836084905808975","1.270360459468773e-8"
"comic-sweep-20","6","0.01","1","4","0","41.28846401343924","40.51989205164755","2.3824250157910383e-8"
"hopeful-sweep-340","6","0.1","1","4","1","5.3858384206178895","4.161608170638546","1.1630550865725632e-8"
"warm-sweep-170","6","1","1","2","0","5.39279779064193","4.0016307186003655","0"
"dainty-sweep-85","6","0.1","1","1","0","5.394452908021512","4.1680888490738415","2.1357660050019452e-8"
"silver-sweep-470","6","1","7","2","1","5.656844662241779","4.338130057254915","1.06598877597561e-8"
"desert-sweep-295","6","0.01","5","3","1","39.594862713809746","38.99469203845609","1.5508965015240193e-8"
"jumping-sweep-95","6","0.1","1","3","0","5.394452908021512","4.1680888490738415","1.2885859903614498e-8"
"rich-sweep-345","6","0.1","3","1","1","4.3037489280605685","3.4375821678899956","7.294103200744456e-8"
"glowing-sweep-260","6","0.01","1","4","1","41.28846401343924","40.51989205164755","1.8710862445661608e-8"
"magic-sweep-200","6","1","3","4","0","5.047347442558865","3.858484303726689","1.2827497248508734e-8"
"breezy-sweep-395","6","0.1","7","3","1","4.35529671199289","3.3753043939405876","1.6110061177667172e-8"
"blooming-sweep-155","6","0.1","7","3","0","4.18636368048072","3.2769832810924897","1.8804037912584843e-8"
"gentle-sweep-135","6","0.1","5","3","0","4.2388867350522705","3.3143002569383193","1.270565240714758e-8"
"worldly-sweep-190","6","1","3","2","0","5.1853102134399744","3.857219864580709","1.1628503053265781e-8"
"ethereal-sweep-285","6","0.01","5","1","1","39.59486512284738","38.994694745660595","1.6151096870847445e-8"
"true-sweep-45","6","0.01","5","1","0","39.59486512284738","38.994694745660595","1.2832616779658365e-8"
"legendary-sweep-310","6","0.01","7","2","1","39.59486512284738","38.994694745660595","1.2791660530461337e-8"
"graceful-sweep-250","6","0.01","1","2","1","41.28846401343924","40.51989205164755","1.3355442521666798e-8"
"deft-sweep-465","6","1","7","1","1","6.379163709374468","4.919781455550656","1.2950365996099813e-8"